DataVenda;ValorVenda;IdFormaDePagamento;FormaPagamento;TipoFormaPagamento;NumeroParcelas;Cliente_Codigo;Cliente_Data_Nascimento;UF_Cliente;CanalVenda
2011-01-13 22:54:00;59,00;6;Cupom de Desconto;Cupom;1;610786;1974-05-02;GO;AviseMe
2011-07-28 20:57:00;51,30;2;Visa;Cartão de Crédito;0;610786;1974-05-02;GO;google
2011-01-18 14:09:00;242,00;2;Visa;Cartão de Crédito;7;610790;1991-03-04;SP;ColunaFem
2011-01-18 14:14:00;179,00;2;Visa;Cartão de Crédito;4;610790;1991-03-04;SP;ColunaFem
2011-02-16 10:33:00;199,00;3;MasterCard;Cartão de Crédito;5;610790;1991-03-04;SP;ColunaFem
2011-02-14 18:07:00;99,00;3;MasterCard;Cartão de Crédito;1;610790;1991-03-04;SP;
2011-02-02 12:23:00;179,00;2;Visa;Cartão de Crédito;4;610790;1991-03-04;SP;ColunaFem
2011-02-28 20:28:00;104,00;2;Visa;Cartão de Crédito;1;610792;1988-03-03;RJ;xptoourMasc1
2011-04-01 12:59:00;159,00;2;Visa;Cartão de Crédito;1;610793;1991-11-27;RJ;google
2011-02-16 21:57:00;121,00;2;Visa;Cartão de Crédito;1;610793;1991-11-27;RJ;xptoourMasc1
2011-04-25 18:21:00;239,00;2;Visa;Cartão de Crédito;5;610795;1977-05-21;SP;google
2011-05-18 10:37:00;299,00;3;MasterCard;Cartão de Crédito;7;610795;1977-05-21;SP;xptocorM
2011-06-03 10:01:00;199,00;3;MasterCard;Cartão de Crédito;4;610795;1977-05-21;SP;xptobNCL
2011-06-21 11:06:00;199,00;1;Boleto Bancário;Boleto Bancário;1;610797;1983-03-09;BA;xptopeM
2011-03-01 13:50:00;221,90;4;Diners;Cartão de Crédito;2;610808;1954-02-25;SP;xptoourMasc1
2011-01-21 14:55:00;189,00;2;Visa;Cartão de Crédito;1;610811;1979-04-26;BA;xptoourMasc1
2011-02-04 18:07:00;168,00;1;Boleto Bancário;Boleto Bancário;1;610817;1982-12-14;DF;AviseMe
2011-03-12 19:48:00;199,00;3;MasterCard;Cartão de Crédito;1;610823;1983-02-10;RJ;xptoourmandif
2011-06-16 14:01:00;282,00;2;Visa;Cartão de Crédito;1;610823;1983-02-10;RJ;xptockjtM
2011-05-26 13:33:00;199,00;3;MasterCard;Cartão de Crédito;1;610823;1983-02-10;RJ;xptorF
2011-04-27 19:48:00;199,00;3;MasterCard;Cartão de Crédito;1;610823;1983-02-10;RJ;google
2011-07-22 22:46:00;435,60;3;MasterCard;Cartão de Crédito;2;610823;1983-02-10;RJ;xptoprldnM
2011-08-09 20:16:00;212,30;3;MasterCard;Cartão de Crédito;1;610823;1983-02-10;RJ;xptolookcpM
2011-02-06 22:42:00;81,00;6;Cupom de Desconto;Cupom;1;610827;1990-07-19;RJ;
2011-02-14 09:08:00;269,00;4;Diners;Cartão de Crédito;10;610832;1979-12-03;SP;xptoourFem3
2011-01-11 13:16:00;169,15;6;Cupom de Desconto;Cupom;1;610837;1983-12-16;BA;UnicardPlatinum
2011-03-21 22:58:00;99,00;2;Visa;Cartão de Crédito;1;610837;1983-12-16;BA;xptoourMasc1
2011-02-03 08:33:00;99,00;3;MasterCard;Cartão de Crédito;1;610846;1953-10-21;RJ;xptoourMasc1
2011-04-18 16:12:00;89,00;3;MasterCard;Cartão de Crédito;1;610846;1953-10-21;RJ;xptoNcl
2011-08-10 21:43:00;71,60;3;MasterCard;Cartão de Crédito;0;610848;1976-02-21;SP;
2011-08-16 09:33:00;71,60;6;Cupom de Desconto;Cupom;1;610848;1976-02-21;SP;descontobrabo
2011-08-16 09:46:00;73,2737;6;Cupom de Desconto;Cupom;1;610848;1976-02-21;SP;descontobrabo
2011-07-20 19:41:00;414,60;2;Visa;Cartão de Crédito;7;610849;1978-03-25;SP;
2011-05-23 12:24:00;240,00;2;Visa;Cartão de Crédito;1;610849;1978-03-25;SP;
2011-06-07 18:14:00;590,00;2;Visa;Cartão de Crédito;1;610849;1978-03-25;SP;
2011-01-24 21:52:00;100,50;3;MasterCard;Cartão de Crédito;1;610854;1990-08-06;MG;
2011-02-14 16:34:00;178,00;2;Visa;Cartão de Crédito;1;610856;1977-03-06;SC;xptoourMasc3
2011-06-08 17:40:00;149,00;6;Cupom de Desconto;Cupom;1;610864;1985-12-12;PA;xptocF
2011-05-25 22:58:00;388,80;1;Boleto Bancário;Boleto Bancário;1;610864;1985-12-12;PA;xptocF
2011-02-01 16:20:00;195,00;2;Visa;Cartão de Crédito;5;610878;1978-06-05;SP;
2011-01-26 12:50:00;99,00;2;Visa;Cartão de Crédito;1;610888;1990-10-05;MA;
2011-03-20 14:14:00;89,00;6;Cupom de Desconto;Cupom;1;610889;1981-03-17;RJ;
2011-03-20 14:45:00;179,00;2;Visa;Cartão de Crédito;4;610889;1981-03-17;RJ;
2011-03-17 01:58:00;89,00;3;MasterCard;Cartão de Crédito;4;610890;1983-09-22;RJ;google
2011-07-25 18:13:00;58,30;1;Boleto Bancário;Boleto Bancário;1;610891;1985-03-01;PI;
2011-08-15 00:24:00;779,30;3;MasterCard;Cartão de Crédito;5;610900;1975-04-29;SP;google
2011-01-23 21:47:00;319,00;2;Visa;Cartão de Crédito;10;610905;1991-10-26;PR;google
2011-05-03 12:14:00;119,00;2;Visa;Cartão de Crédito;5;610912;1985-08-27;SC;xptockjm2
2011-06-26 20:48:00;179,00;3;MasterCard;Cartão de Crédito;4;610923;1990-03-27;CE;
2011-06-30 17:51:00;240,00;3;MasterCard;Cartão de Crédito;6;610924;1992-04-05;CE;
2011-06-30 20:13:00;200,00;3;MasterCard;Cartão de Crédito;5;610924;1992-04-05;CE;
2011-04-29 17:26:00;159,00;3;MasterCard;Cartão de Crédito;4;610924;1992-04-05;CE;
2011-04-29 17:49:00;99,00;3;MasterCard;Cartão de Crédito;4;610924;1992-04-05;CE;
2011-05-07 01:45:00;135,00;2;Visa;Cartão de Crédito;6;610933;1991-08-30;PI;google
2011-06-29 02:22:00;69,00;2;Visa;Cartão de Crédito;0;610933;1991-08-30;PI;google
2011-02-04 13:27:00;69,00;3;MasterCard;Cartão de Crédito;3;610940;1987-01-03;MG;
2011-01-29 21:58:00;119,00;3;MasterCard;Cartão de Crédito;5;610943;1991-02-28;SP;
2011-01-15 23:47:00;149,00;1;Boleto Bancário;Boleto Bancário;1;610943;1991-02-28;SP;
2011-03-17 15:59:00;104,00;1;Boleto Bancário;Boleto Bancário;1;610943;1991-02-28;SP;
2011-07-18 12:02:00;72,00;3;MasterCard;Cartão de Crédito;0;610943;1991-02-28;SP;
2011-07-25 21:19:00;94,70;2;Visa;Cartão de Crédito;2;610943;1991-02-28;SP;
2011-08-26 20:24:00;1861,13;2;Visa;Cartão de Crédito;5;610943;1991-02-28;SP;xptoprllisaH
2011-05-20 08:41:00;251,00;3;MasterCard;Cartão de Crédito;10;610947;1976-09-30;RS;xptolmmvH
2011-01-12 13:09:00;328,00;2;Visa;Cartão de Crédito;2;610948;1966-12-31;SP;google
2011-03-19 20:35:00;374,00;2;Visa;Cartão de Crédito;5;610958;1990-12-17;RJ;xptoourpumabolsas
2011-03-23 18:49:00;179,00;2;Visa;Cartão de Crédito;5;610958;1990-12-17;RJ;xptoourmascprll
2011-03-13 20:31:00;99,00;3;MasterCard;Cartão de Crédito;2;610958;1990-12-17;RJ;xptoourmasc1
2011-02-26 18:34:00;374,00;2;Visa;Cartão de Crédito;10;610958;1990-12-17;RJ;HiMidia
2011-08-18 18:03:00;109,00;3;MasterCard;Cartão de Crédito;2;610958;1990-12-17;RJ;xptockjH
2011-03-29 13:33:00;269,00;3;MasterCard;Cartão de Crédito;8;610959;1984-01-10;SP;xptoourFem2
2011-01-24 19:54:00;66,75;3;MasterCard;Cartão de Crédito;3;610966;1988-05-16;RJ;xptoourExtraNclm
2011-07-20 21:52:00;155,60;3;MasterCard;Cartão de Crédito;3;610966;1988-05-16;RJ;
2011-02-13 20:14:00;83,00;3;MasterCard;Cartão de Crédito;3;610974;1986-04-05;SP;google
2011-06-12 15:02:00;141,00;3;MasterCard;Cartão de Crédito;3;610974;1986-04-05;SP;
2011-08-17 23:29:00;678,00;2;Visa;Cartão de Crédito;8;610975;1987-11-30;RJ;
2011-08-17 12:32:00;335,50;3;MasterCard;Cartão de Crédito;8;610975;1987-11-30;RJ;
2011-02-21 14:27:00;156,00;2;Visa;Cartão de Crédito;2;610978;1984-06-02;SP;google
2011-01-25 09:57:00;712,00;1;Boleto Bancário;Boleto Bancário;1;610983;1969-02-11;MG;xptoourFem1
2011-01-14 17:09:00;231,00;1;Boleto Bancário;Boleto Bancário;1;610983;1969-02-11;MG;ColunaFem
2011-06-07 16:06:00;199,00;3;MasterCard;Cartão de Crédito;1;610983;1969-02-11;MG;AviseMe
2011-06-06 22:07:00;199,00;3;MasterCard;Cartão de Crédito;1;610983;1969-02-11;MG;AviseMe
2011-08-02 10:33:00;304,00;1;Boleto Bancário;Boleto Bancário;1;610983;1969-02-11;MG;xptodcM
2011-03-14 12:12:00;85,00;3;MasterCard;Cartão de Crédito;4;610985;1979-03-08;RJ;xptoourpumaG
2011-01-11 15:42:00;149,00;3;MasterCard;Cartão de Crédito;2;610990;1991-02-12;BA;
2011-01-11 15:45:00;179,00;3;MasterCard;Cartão de Crédito;4;610990;1991-02-12;BA;
2011-05-03 19:14:00;114,00;3;MasterCard;Cartão de Crédito;4;610991;1979-06-09;SP;
2011-06-14 17:13:00;248,00;6;Cupom de Desconto;Cupom;1;610995;1977-07-27;CE;AviseMe
2011-06-02 11:27:00;248,00;3;MasterCard;Cartão de Crédito;6;610995;1977-07-27;CE;xpto10nF2
2011-01-27 12:09:00;398,00;3;MasterCard;Cartão de Crédito;10;610995;1977-07-27;CE;HiMidia
2011-06-01 08:59:00;372,00;3;MasterCard;Cartão de Crédito;8;611005;1958-11-12;RJ;xptojM
2011-04-17 00:07:00;99,00;2;Visa;Cartão de Crédito;4;611006;1981-11-03;SP;
2011-01-28 17:45:00;118,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-01-25 19:00:00;129,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-01-24 19:45:00;119,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-01-24 19:12:00;129,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-01-12 20:19:00;119,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-01-15 11:26:00;99,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-01-13 19:36:00;99,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-01-13 12:13:00;99,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-01-13 11:44:00;149,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-02-10 15:16:00;288,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;google
2011-03-13 22:44:00;89,00;3;MasterCard;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-21 13:44:00;83,00;2;Visa;Cartão de Crédito;2;611006;1981-11-03;SP;
2011-02-21 09:54:00;104,00;2;Visa;Cartão de Crédito;2;611006;1981-11-03;SP;
2011-02-21 10:03:00;194,00;2;Visa;Cartão de Crédito;3;611006;1981-11-03;SP;
2011-02-21 11:07:00;118,00;2;Visa;Cartão de Crédito;2;611006;1981-11-03;SP;
2011-02-21 11:16:00;90,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-21 11:27:00;90,00;3;MasterCard;Cartão de Crédito;2;611006;1981-11-03;SP;
2011-02-21 10:49:00;104,00;2;Visa;Cartão de Crédito;2;611006;1981-11-03;SP;
2011-02-21 10:59:00;99,00;2;Visa;Cartão de Crédito;2;611006;1981-11-03;SP;
2011-02-23 03:56:00;114,00;3;MasterCard;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-22 16:29:00;254,00;3;MasterCard;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-22 16:53:00;194,00;3;MasterCard;Cartão de Crédito;4;611006;1981-11-03;SP;
2011-02-17 16:08:00;180,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-17 15:29:00;169,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-17 15:11:00;288,00;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-19 13:57:00;89,90;2;Visa;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-24 17:56:00;104,00;3;MasterCard;Cartão de Crédito;1;611006;1981-11-03;SP;
2011-02-24 06:20:00;226,00;2;Visa;Cartão de Crédito;10;611010;1977-08-12;SP;xptoourFem1
2011-02-19 17:54:00;179,00;2;Visa;Cartão de Crédito;8;611010;1977-08-12;SP;xptoourFem1
2011-02-13 23:28:00;179,00;2;Visa;Cartão de Crédito;8;611010;1977-08-12;SP;
2011-02-05 00:35:00;358,00;1;Boleto Bancário;Boleto Bancário;1;611010;1977-08-12;SP;xptoourFem1
2011-01-14 16:58:00;179,00;2;Visa;Cartão de Crédito;4;611010;1977-08-12;SP;ColunaFem
2011-01-14 16:51:00;99,00;2;Visa;Cartão de Crédito;1;611010;1977-08-12;SP;ColunaFem
2011-01-30 21:22:00;161,25;2;Visa;Cartão de Crédito;8;611010;1977-08-12;SP;google
2011-04-18 09:08:00;249,00;2;Visa;Cartão de Crédito;10;611010;1977-08-12;SP;xptockj
2011-04-04 15:27:00;369,00;3;MasterCard;Cartão de Crédito;10;611011;1961-02-01;CE;xptoNcl
2011-02-15 21:20:00;104,00;2;Visa;Cartão de Crédito;3;611020;1984-08-13;RJ;xptoourMasc1
2011-01-14 21:01:00;189,00;2;Visa;Cartão de Crédito;4;611023;1986-08-07;SP;
2011-01-12 18:47:00;199,00;2;Visa;Cartão de Crédito;4;611023;1986-08-07;SP;
2011-01-10 19:43:00;189,00;3;MasterCard;Cartão de Crédito;4;611023;1986-08-07;SP;
2011-05-20 19:55:00;199,00;2;Visa;Cartão de Crédito;3;611025;1980-11-02;SP;
2011-03-03 12:02:00;89,00;3;MasterCard;Cartão de Crédito;3;611031;1991-03-06;RJ;xptoourMasc1
2011-07-23 14:03:00;169,60;2;Visa;Cartão de Crédito;3;611037;1985-10-25;PR;HiMidia
2011-02-10 13:05:00;179,00;2;Visa;Cartão de Crédito;4;611038;1990-06-29;SP;xptoourMasc1
2011-04-11 23:24:00;179,00;2;Visa;Cartão de Crédito;3;611038;1990-06-29;SP;xptoourMasc1
2011-02-15 22:38:00;79,00;2;Visa;Cartão de Crédito;3;611039;1983-11-11;SP;
2011-03-16 14:33:00;249,00;2;Visa;Cartão de Crédito;5;611042;1981-09-08;PB;google
2011-07-18 15:48:00;298,00;2;Visa;Cartão de Crédito;1;611042;1981-09-08;PB;google
2011-06-22 11:07:00;196,00;3;MasterCard;Cartão de Crédito;4;611045;1985-07-09;ES;
2011-02-04 14:21:00;244,00;1;Boleto Bancário;Boleto Bancário;1;611045;1985-07-09;ES;
2011-01-20 18:38:00;188,00;1;Boleto Bancário;Boleto Bancário;1;611045;1985-07-09;ES;
2011-01-28 16:56:00;171,00;2;Visa;Cartão de Crédito;2;611051;1980-10-22;SC;
2011-01-29 15:07:00;228,00;2;Visa;Cartão de Crédito;2;611051;1980-10-22;SC;
2011-01-25 15:21:00;99,00;6;Cupom de Desconto;Cupom;1;611058;1981-08-07;PE;AviseMe
2011-02-18 10:37:00;99,00;6;Cupom de Desconto;Cupom;1;611058;1981-08-07;PE;AviseMe
2011-01-28 04:11:00;90,00;3;MasterCard;Cartão de Crédito;2;611061;1991-03-08;SP;
2011-03-20 17:44:00;179,00;3;MasterCard;Cartão de Crédito;4;611067;1983-05-18;MG;
2011-03-20 17:59:00;199,00;3;MasterCard;Cartão de Crédito;5;611067;1983-05-18;MG;
2011-04-24 09:35:00;169,15;2;Visa;Cartão de Crédito;3;611067;1983-05-18;MG;visavale
2011-02-21 18:49:00;199,00;2;Visa;Cartão de Crédito;5;611070;1979-07-21;RJ;xptoourMasc1
2011-01-23 22:56:00;178,50;2;Visa;Cartão de Crédito;3;611073;1984-11-26;AC;
2011-01-18 20:50:00;395,00;2;Visa;Cartão de Crédito;1;611077;1987-03-02;SP;
2011-01-19 10:03:00;158,00;2;Visa;Cartão de Crédito;7;611083;1972-12-28;PE;
2011-01-19 11:03:00;158,00;2;Visa;Cartão de Crédito;7;611083;1972-12-28;PE;
2011-04-13 11:17:00;119,00;2;Visa;Cartão de Crédito;5;611083;1972-12-28;PE;xptoCDm
2011-04-12 21:03:00;269,00;2;Visa;Cartão de Crédito;10;611083;1972-12-28;PE;xptoCDm
2011-06-06 08:03:00;199,00;6;Cupom de Desconto;Cupom;1;611083;1972-12-28;PE;google
2011-05-10 16:44:00;220,00;2;Visa;Cartão de Crédito;10;611097;1936-06-21;PE;xptockjpt
2011-02-20 15:22:00;163,00;2;Visa;Cartão de Crédito;8;611097;1936-06-21;PE;HiMidia
2011-03-21 18:34:00;120,00;2;Visa;Cartão de Crédito;6;611097;1936-06-21;PE;google
2011-01-18 23:09:00;1047,00;1;Boleto Bancário;Boleto Bancário;1;611098;1978-08-08;BA;
2011-01-17 17:23:00;295,00;1;Boleto Bancário;Boleto Bancário;1;611098;1978-08-08;BA;
2011-02-16 10:03:00;96,00;2;Visa;Cartão de Crédito;4;611100;1967-06-02;RJ;google
2011-07-26 16:21:00;270,40;3;MasterCard;Cartão de Crédito;5;611103;1968-07-14;PB;google
2011-01-17 17:54:00;229,00;6;Cupom de Desconto;Cupom;1;611109;1990-06-05;MA;
2011-03-17 00:34:00;179,00;2;Visa;Cartão de Crédito;2;611109;1990-06-05;MA;
2011-03-17 00:30:00;139,00;2;Visa;Cartão de Crédito;1;611109;1990-06-05;MA;
2011-01-19 21:04:00;129,00;2;Visa;Cartão de Crédito;4;611110;1988-09-20;BA;xptoourNcl
2011-01-29 02:29:00;206,10;2;Visa;Cartão de Crédito;4;611110;1988-09-20;BA;xptosBanner/
2011-03-14 13:01:00;159,80;2;Visa;Cartão de Crédito;4;611114;1966-10-07;BA;xptoourpumam
2011-02-17 14:15:00;203,40;2;Visa;Cartão de Crédito;3;611114;1966-10-07;BA;
2011-06-06 13:31:00;506,00;2;Visa;Cartão de Crédito;5;611114;1966-10-07;BA;HiMidia
2011-02-18 09:04:00;602,00;2;Visa;Cartão de Crédito;6;611123;1978-12-04;RS;google
2011-02-22 15:45:00;664,00;4;Diners;Cartão de Crédito;1;611123;1978-12-04;RS;google
2011-02-22 15:55:00;1336,90;4;Diners;Cartão de Crédito;1;611123;1978-12-04;RS;google
2011-02-22 15:28:00;664,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;google
2011-02-22 15:31:00;1328,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;google
2011-02-22 14:04:00;602,00;4;Diners;Cartão de Crédito;1;611123;1978-12-04;RS;
2011-03-10 11:53:00;1549,00;2;Visa;Cartão de Crédito;9;611123;1978-12-04;RS;
2011-03-10 12:30:00;712,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;
2011-03-10 12:33:00;664,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;
2011-03-10 11:07:00;1696,00;2;Visa;Cartão de Crédito;10;611123;1978-12-04;RS;
2011-03-17 22:22:00;1411,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;
2011-03-17 21:57:00;712,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;
2011-03-18 10:53:00;2752,00;3;MasterCard;Cartão de Crédito;5;611123;1978-12-04;RS;
2011-01-31 08:31:00;984,00;3;MasterCard;Cartão de Crédito;10;611123;1978-12-04;RS;google
2011-01-26 14:23:00;878,00;2;Visa;Cartão de Crédito;1;611123;1978-12-04;RS;google
2011-08-18 18:47:00;631,80;2;Visa;Cartão de Crédito;10;611126;1985-08-29;RJ;google
2011-08-18 19:42:00;698,00;2;Visa;Cartão de Crédito;10;611126;1985-08-29;RJ;google
2011-08-10 11:36:00;388,00;2;Visa;Cartão de Crédito;9;611126;1985-08-29;RJ;google
2011-08-10 11:22:00;511,20;3;MasterCard;Cartão de Crédito;1;611126;1985-08-29;RJ;google
2011-08-10 14:16:00;672,20;3;MasterCard;Cartão de Crédito;1;611126;1985-08-29;RJ;google
2011-08-05 15:13:00;255,00;2;Visa;Cartão de Crédito;6;611126;1985-08-29;RJ;google
2011-08-05 15:35:00;421,60;3;MasterCard;Cartão de Crédito;1;611126;1985-08-29;RJ;google
2011-07-24 20:48:00;407,60;1;Boleto Bancário;Boleto Bancário;1;611128;1976-01-04;SC;xptoskbF
2011-05-22 16:28:00;546,00;2;Visa;Cartão de Crédito;10;611128;1976-01-04;SC;xptoskbF
2011-01-12 01:06:00;99,00;3;MasterCard;Cartão de Crédito;1;611137;1989-03-08;RJ;
2011-01-29 21:37:00;278,00;2;Visa;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-01-29 17:55:00;344,00;2;Visa;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-06-02 23:14:00;188,00;1;Boleto Bancário;Boleto Bancário;1;611138;1990-08-23;SP;HiMidia
2011-06-18 16:33:00;327,00;2;Visa;Cartão de Crédito;8;611138;1990-08-23;SP;
2011-05-10 09:03:00;279,00;2;Visa;Cartão de Crédito;8;611138;1990-08-23;SP;xptotH
2011-05-16 09:06:00;279,00;2;Visa;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-05-12 08:18:00;99,00;2;Visa;Cartão de Crédito;2;611138;1990-08-23;SP;
2011-05-05 09:14:00;202,99;2;Visa;Cartão de Crédito;5;611138;1990-08-23;SP;
2011-04-11 16:13:00;88,99;2;Visa;Cartão de Crédito;1;611138;1990-08-23;SP;
2011-04-04 22:42:00;228,00;2;Visa;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-04-24 14:33:00;414,00;2;Visa;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-04-26 09:53:00;89,00;2;Visa;Cartão de Crédito;3;611138;1990-08-23;SP;
2011-07-25 12:04:00;281,60;2;Visa;Cartão de Crédito;7;611138;1990-08-23;SP;
2011-08-11 10:08:00;192,30;3;MasterCard;Cartão de Crédito;4;611138;1990-08-23;SP;
2011-08-17 22:44:00;481,30;3;MasterCard;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-08-13 21:04:00;455,00;2;Visa;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-08-13 11:25:00;511,10;3;MasterCard;Cartão de Crédito;10;611138;1990-08-23;SP;
2011-06-22 21:54:00;397,00;2;Visa;Cartão de Crédito;9;611138;1990-08-23;SP;
2011-01-28 23:34:00;433,90;3;MasterCard;Cartão de Crédito;10;611139;1985-04-25;MS;
2011-01-28 03:57:00;254,00;3;MasterCard;Cartão de Crédito;10;611139;1985-04-25;MS;
2011-01-25 14:57:00;288,00;3;MasterCard;Cartão de Crédito;10;611139;1985-04-25;MS;
2011-01-23 23:40:00;149,925;3;MasterCard;Cartão de Crédito;7;611139;1985-04-25;MS;
2011-01-14 20:50:00;4534,80;3;MasterCard;Cartão de Crédito;7;611139;1985-04-25;MS;
2011-01-14 20:19:00;409,00;3;MasterCard;Cartão de Crédito;10;611139;1985-04-25;MS;
2011-01-15 21:51:00;59,00;3;MasterCard;Cartão de Crédito;2;611139;1985-04-25;MS;
2011-01-13 01:54:00;3796,60;2;Visa;Cartão de Crédito;1;611139;1985-04-25;MS;google
2011-01-20 13:33:00;59,00;3;MasterCard;Cartão de Crédito;1;611139;1985-04-25;MS;
2011-01-16 23:48:00;59,00;3;MasterCard;Cartão de Crédito;2;611139;1985-04-25;MS;google
2011-02-08 15:55:00;269,00;3;MasterCard;Cartão de Crédito;10;611139;1985-04-25;MS;
2011-02-19 22:32:00;230,00;2;Visa;Cartão de Crédito;10;611141;1967-02-18;MG;
2011-02-01 21:05:00;119,00;2;Visa;Cartão de Crédito;3;611147;1979-01-18;SP;
2011-02-19 12:53:00;175,00;2;Visa;Cartão de Crédito;1;611151;1968-01-03;SP;xptoourFem1
2011-07-22 17:10:00;99,60;3;MasterCard;Cartão de Crédito;1;611158;1983-04-09;SP;xptockjM2
2011-02-13 01:09:00;182,00;3;MasterCard;Cartão de Crédito;3;611160;1987-09-09;SP;xptoourMasc3
2011-02-13 15:38:00;244,00;3;MasterCard;Cartão de Crédito;1;611160;1987-09-09;SP;xptoourMasc3
2011-03-02 15:07:00;269,00;3;MasterCard;Cartão de Crédito;10;611162;1983-08-04;BA;xptoourFem2
2011-06-08 11:56:00;99,00;1;Boleto Bancário;Boleto Bancário;1;611163;1991-07-16;RS;xptockjpH2
2011-01-26 22:15:00;180,00;1;Boleto Bancário;Boleto Bancário;1;611164;1973-04-13;PA;xptoourMasc1
2011-01-18 13:46:00;1353,90;1;Boleto Bancário;Boleto Bancário;1;611167;1975-12-13;AL;ColunaFem
2011-02-02 23:29:00;549,00;1;Boleto Bancário;Boleto Bancário;1;611167;1975-12-13;AL;xptoourFem1
2011-02-06 14:02:00;286,00;1;Boleto Bancário;Boleto Bancário;1;611173;1977-12-02;ES;xptosBanner/
2011-02-13 07:41:00;107,00;3;MasterCard;Cartão de Crédito;2;611173;1977-12-02;ES;
2011-02-13 00:40:00;562,00;3;MasterCard;Cartão de Crédito;4;611173;1977-12-02;ES;
2011-01-23 19:56:00;145,50;3;MasterCard;Cartão de Crédito;4;611173;1977-12-02;ES;xptosBanner/
2011-01-23 20:16:00;149,25;3;MasterCard;Cartão de Crédito;4;611173;1977-12-02;ES;xptosBanner/
2011-01-22 23:33:00;554,00;3;MasterCard;Cartão de Crédito;10;611173;1977-12-02;ES;xptosBanner/
2011-02-17 19:21:00;265,00;1;Boleto Bancário;Boleto Bancário;1;611173;1977-12-02;ES;AviseMe
2011-02-21 19:03:00;272,00;1;Boleto Bancário;Boleto Bancário;1;611173;1977-12-02;ES;AviseMe
2011-03-16 18:02:00;288,00;3;MasterCard;Cartão de Crédito;4;611173;1977-12-02;ES;xptoourmasccpckj
2011-06-05 13:03:00;248,00;3;MasterCard;Cartão de Crédito;3;611173;1977-12-02;ES;
2011-05-01 15:13:00;586,00;1;Boleto Bancário;Boleto Bancário;1;611173;1977-12-02;ES;
2011-08-01 21:54:00;336,20;1;Boleto Bancário;Boleto Bancário;1;611173;1977-12-02;ES;
2011-08-07 13:21:00;406,20;3;MasterCard;Cartão de Crédito;4;611173;1977-12-02;ES;
2011-07-08 16:42:00;428,00;3;MasterCard;Cartão de Crédito;4;611173;1977-12-02;ES;
2011-01-19 10:27:00;849,90;1;Boleto Bancário;Boleto Bancário;1;611179;1985-08-09;CE;xptoourMas2
2011-06-09 17:06:00;116,00;2;Visa;Cartão de Crédito;2;611186;1987-08-26;SP;
2011-01-13 06:46:00;179,00;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;
2011-02-22 20:41:00;209,00;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;xptoourMasc1
2011-07-14 21:19:00;320,00;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;xptotH
2011-07-20 11:40:00;282,30;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;xptomvopH
2011-06-26 18:59:00;280,00;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;HiMidia
2011-07-24 11:51:00;134,60;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;xptomvopH
2011-08-21 20:02:00;205,23;1;Boleto Bancário;Boleto Bancário;1;611187;1980-06-14;PR;xptotoprlH
2011-05-27 22:33:00;239,00;1;Boleto Bancário;Boleto Bancário;1;611188;1955-08-30;RJ;google
